zipcode,streetAddress,homeType,yearBuilt,lotAreaValue,livingAreaValue,bedrooms,bathrooms,stories,flooring,heating,cooling,fireplaceFeatures,taxAssessedValue,zestimate,rentZestimate,sold-history,price,parkingCapacity,hasCooling,hasHeating,hasFireplace,hasPrivatePool,hasSpa,hasView
91311,10901 Cartwright Dr,SINGLE_FAMILY,2020,1161.2890266299357,409.051909,4,5.0,2.0,[],['Central'],['Central'],1,1583396.0,2342300.0,11291.0,"[('2020-09-09', 1517500)]",2300000,2,1,1,1,0,0,1
90008,3918 S Sycamore Ave,SINGLE_FAMILY,1947,903.662650044,257.155504,5,5.0,2.0,"['Wood', 'Tile']","['Fireplace(s)', 'Central']","['Air Conditioning', 'Central']",1,1749832.0,2381900.0,10175.0,"[('2018-04-27', 1600000), ('2017-09-27', 832500), ('2017-04-12', 752250), ('1994-08-22', 200000)]",2300000,5,1,1,1,0,0,1
91324,19242 Stare St,SINGLE_FAMILY,1986,1628.0343122130394,516.912292,5,5.0,1.8,"['Tile', 'Carpet', 'Wood']","['None', 'Other']",['Central'],0,1902940.0,2628900.0,11999.0,"[('2018-01-05', 1740000), ('2017-08-01', 1249500), ('2015-08-23', 4800), ('2008-07-03', 1250000), ('2003-07-24', 1150000), ('1995-06-26', 650000)]",2295000,0,1,1,0,0,0,0
90041,5074 Glen Iris Ave,SINGLE_FAMILY,1922,645.47332146,202.064025,4,3.0,1.0,"['Wood', 'Tile']",['Central'],['Central'],1,1282844.0,2326200.0,6934.0,"[('2017-01-05', 1150000), ('2011-09-02', 500000), ('2007-11-02', 634000), ('2001-12-18', 250000), ('2001-09-20', 157000)]",2325000,2,1,1,1,0,0,1
90034,2412 Beverwil Dr,SINGLE_FAMILY,1949,501.00060938400003,217.578826,4,4.0,1.0,"['Marble', 'Tile']",['Central'],['Central'],1,695182.0,2334200.0,9499.0,[],2333000,2,1,1,1,0,0,1
90025,2117 Parnell Ave,SINGLE_FAMILY,1927,628.476531804,323.116634,3,4.0,2.0,['Other'],['Other'],['Other'],1,1853099.0,2413100.0,14144.0,"[('2013-09-26', 311003), ('2012-11-21', 865008), ('2007-02-05', 1230500)]",2310000,0,1,1,1,0,0,1
91367,22641 Clarendon St,SINGLE_FAMILY,2019,627.2624754,294.50251,5,5.0,2.0,"['Wood', 'Tile']",['Central'],"['Air Conditioning', 'Central']",1,826200.0,,7914.0,"[('2020-09-24', 1675000)]",2280888,4,1,1,1,0,0,1
90066,4217 Alla Rd,SINGLE_FAMILY,2023,511.117746084,171.591841,4,3.0,1.0,"['Wood', 'Tile']",['Central'],"['Central', 'Air Conditioning']",1,1346400.0,2333800.0,7495.0,"[('2021-09-08', 1320000)]",2325000,3,1,1,1,0,0,1
91356,18200 Karen Dr,SINGLE_FAMILY,1958,1644.239218,306.5799,4,4.0,1.0,['Wood'],['Central'],"['Air Conditioning', 'Central']",1,1960447.0,2341300.0,11499.0,"[('2020-03-02', 1864000), ('2016-04-01', 1682000), ('2015-04-22', 1055000)]",2330000,4,1,1,1,0,0,1
91326,12015 Ricasoli Way,SINGLE_FAMILY,2016,624.8343625919999,348.200444,5,6.0,1.6,"['Wood', 'Tile', 'Stone']",['Central'],"['Dual', 'Air Conditioning', 'Central', 'Ceiling Fan(s)']",1,1662559.0,2333100.0,7500.0,"[('2020-08-18', 1598000), ('2017-04-20', 1512000)]",2330000,0,1,1,1,1,1,1
90272,16918 Donna Ynez Ln,SINGLE_FAMILY,1962,649.924861608,182.833104,4,3.0,1.0,"['Wood', 'Tile']",['Central'],['Central'],1,159717.0,2301300.0,10852.0,"[('2023-12-14', 2085000)]",2300000,2,1,1,1,0,0,1
91356,4501 Jubilo Dr,SINGLE_FAMILY,1964,1119.5755247933882,288.092203,4,4.0,1.0,[],['Central'],['Central'],1,751581.0,2321000.0,8900.0,"[('2023-05-19', 1625000), ('2012-08-17', 635000)]",2292500,2,1,1,1,1,1,1
91423,3217 Longridge Ave,SINGLE_FAMILY,1960,934.8234310800001,274.807074,4,3.0,2.0,['Mixed'],['Central'],['Air Conditioning'],1,774997.0,2345900.0,11499.0,"[('2023-10-23', 1600000), ('1995-09-26', 445000)]",2335000,2,1,1,1,0,0,1
90035,6069 Horner St,MULTI_FAMILY,2008,552.3083349999999,552.3083349999999,9,8.0,2.0,"['Wood', 'Tile']","['Central', 'Forced Air']","['Air Conditioning', 'Central']",0,1383319.0,2243000.0,12317.0,"[('2007-12-06', 277500)]",2312726,6,1,1,0,0,0,0
90048,332 N Orlando Ave,SINGLE_FAMILY,1925,581.1283320480001,159.328645,2,2.0,1.0,"['Wood', 'Tile']",['Central'],['Central'],1,2025000.0,2398900.0,8848.0,"[('2022-12-06', 2025000), ('2000-04-07', 519000), ('1999-04-30', 459000)]",2325000,3,1,1,1,0,0,1
90026,1926 Santa Ynez St,MULTI_FAMILY,1927,604.055306,429.304763,8,7.0,2.0,"['Wood', 'Tile']",['Wall'],['Zoned'],0,1326000.0,,2149.0,"[('2022-03-07', 1300000), ('2015-02-23', 905000), ('2002-08-19', 341000)]",2330000,6,1,1,0,0,0,1
90049,3452 Mandeville Canyon Rd,SINGLE_FAMILY,1957,1751.076322,242.941345,3,3.0,1.0,"['Wood', 'Stone']",['Central'],['Central'],1,2089407.0,2307400.0,11646.0,"[('2018-05-16', 1911000), ('2007-05-30', 1475000)]",2280000,2,1,1,1,0,0,1
90035,9320 Monte Mar Dr,SINGLE_FAMILY,1941,574.248679092,148.830606,3,2.0,1.0,"['Carpet', 'Tile']",['Central'],['Central'],1,2346000.0,2314700.0,6705.0,"[('2022-02-17', 2300000)]",2285500,2,1,1,1,0,0,1
90026,1622 Ewing St,SINGLE_FAMILY,2023,242.8112808,213.305288,3,4.0,3.0,"['Carpet', 'Concrete', 'Stone']",['Central'],"['Air Conditioning', 'Central']",0,714221.0,2301700.0,7500.0,"[('2017-04-13', 450000)]",2300000,3,1,1,0,0,0,1
90077,15415 Milldale Dr,SINGLE_FAMILY,1954,1062.705436,240.525867,5,4.0,1.0,"['Wood', 'Wood', 'Tile', 'Stone']",['Central'],['Central'],1,1912040.0,2309100.0,11843.0,"[('2004-01-15', 1300000)]",2300000,2,1,1,1,0,0,1
91436,4443 Haskell Ave,SINGLE_FAMILY,1951,1507.0744471992655,302.399265,5,3.0,1.0,"['Carpet', 'Laminate', 'Tile', 'Wood']",['Central'],['Central'],1,386130.0,2327300.0,8900.0,[],2326000,2,1,1,1,1,0,1
90066,12516 Rubens Ave,SINGLE_FAMILY,1948,464.578917264,223.524618,4,4.0,2.0,['Wood'],['Central'],['Central'],1,235427.0,2371500.0,9351.0,"[('2023-10-16', 1559000)]",2340000,4,1,1,1,0,0,1
91331,13476 Van Nuys Blvd,SINGLE_FAMILY,1951,1531.0434527089071,720.276959,4,3.0,1.6,[],[],[],0,1547507.0,2183600.0,5500.0,"[('2017-09-19', 1415000), ('2004-04-30', 1086000), ('2000-03-31', 230000)]",2300000,0,0,0,0,0,0,0
90039,2439 W Silver Lake Dr,SINGLE_FAMILY,1930,523.258310124,254.182608,6,2.0,2.0,"['Wood', 'Tile', 'Carpet']","['Central', 'Wall']","['Central', 'Window Unit(s)']",0,613052.0,2364100.0,8500.0,[],2300000,5,1,1,0,0,0,1
90039,3965 Glenfeliz Blvd,SINGLE_FAMILY,1931,375.54811430399997,187.571157,4,3.0,2.0,['Mixed'],['Central'],['Central'],1,946877.0,2329100.0,7711.0,"[('2013-04-23', 800000), ('2001-03-21', 411000), ('1998-05-21', 246000), ('1994-07-29', 210000), ('1994-03-01', 279586)]",2310000,1,1,1,1,0,0,1
90068,3424 Troy Dr,SINGLE_FAMILY,1940,520.830197316,313.08311,4,4.0,3.0,"['Wood', 'Tile']",['Central'],['Central'],1,1831317.0,2401800.0,13128.0,"[('2019-04-29', 1708000), ('2017-07-14', 1500500), ('2012-10-18', 930000), ('2008-01-03', 827000), ('2007-07-23', 950000), ('2004-12-28', 965000), ('2004-06-07', 725000), ('2001-05-03', 610000), ('1993-11-10', 375000)]",2320000,2,1,1,1,0,0,1
90068,3115 N Beachwood Dr,SINGLE_FAMILY,1963,1085.367852,222.50268499999999,4,4.0,2.0,"['Wood', 'Tile']",['Central'],['Central'],1,1350008.0,2349900.0,11177.0,"[('2015-11-04', 1175000), ('1995-01-20', 287500)]",2325000,2,1,1,1,0,0,1
90039,3017 Scotland St,SINGLE_FAMILY,1936,453.24772416,132.944193,2,3.0,1.0,"['Wood', 'Tile']",['Central'],['Central'],1,1205794.0,2413500.0,6439.0,"[('2004-11-24', 900000), ('2002-07-26', 562000), ('1998-12-16', 350000)]",2336500,2,1,1,1,1,0,1
91403,5023 Lemona Ave,SINGLE_FAMILY,1955,469.43514288,223.710424,4,4.0,2.0,['Mixed'],['Central'],['Central'],1,1152600.0,2366200.0,7699.0,"[('2022-03-25', 1130000), ('2021-03-17', 825000)]",2325000,2,1,1,1,0,0,1
91601,11629 Huston St,SINGLE_FAMILY,1937,724.550497,253.810996,4,3.0,1.0,[],['Central'],['Central'],1,1753111.0,2396500.0,7751.0,"[('2018-03-22', 1603000), ('2016-10-25', 870000)]",2327000,0,1,1,1,0,0,1
90039,4068 Edenhurst Ave,SINGLE_FAMILY,1927,590.955983,179.024081,4,3.0,1.0,"['Concrete', 'Vinyl']",['Forced Air'],['Central'],0,1225043.0,2347800.0,7047.0,[],2300000,1,1,1,0,0,0,1
90064,2330 Midvale Ave,SINGLE_FAMILY,1930,614.717225892,238.574904,5,4.0,1.0,['Wood'],['Central'],['Central'],1,1109433.0,2365100.0,9499.0,"[('1994-04-12', 497500)]",2361000,2,1,1,1,0,0,1
90034,2252 Hillsboro Ave,SINGLE_FAMILY,1948,928.75314906,186.084709,3,2.0,1.0,"['Tile', 'Wood']",['Central'],['Central'],1,1313502.0,2411400.0,6799.0,"[('2006-03-15', 1000000)]",2360000,2,1,1,1,0,0,1
90025,1747 Stoner Ave,MULTI_FAMILY,1927,685.5371827920001,171.963453,2,2.0,2.0,"['Wood', 'Laminate']",['Forced Air'],['None'],1,2090792.0,2409700.0,5428.0,"[('2018-09-24', 1950000)]",2385000,3,0,1,1,0,0,0
90034,3542 Greenfield Ave,SINGLE_FAMILY,2007,575.255376,292.087032,4,4.0,1.0,[],['Central'],['Central'],1,1931632.0,2379300.0,10645.0,"[('2007-06-01', 1500000), ('2005-05-18', 699000), ('2004-11-18', 585000)]",2378000,2,1,1,1,0,0,1
91423,4174 Fulton Ave,SINGLE_FAMILY,1939,662.470111116,231.32847,4,3.0,1.0,['Other'],['Central'],['Central'],1,1541643.0,2473900.0,8963.0,"[('2017-06-21', 1382000), ('2006-02-03', 840000), ('2005-02-04', 770000), ('2004-09-30', 675000)]",2395000,0,1,1,1,0,0,1
90048,6239 Del Valle Dr,SINGLE_FAMILY,1925,696.868375896,277.501261,3,3.0,2.0,"['Wood', 'Marble', 'Stone', 'Stone']",['Central'],['Central'],1,570000.0,2452900.0,9794.0,[],2380000,2,1,1,1,0,0,1
91436,3610 Caribeth Dr,SINGLE_FAMILY,1975,2120.1499539999995,291.71542,4,3.0,2.0,"['Other', 'Mixed']",['Central'],['Central'],1,727912.0,2469900.0,11442.0,"[('2023-11-15', 2200000), ('1997-01-02', 465000)]",2400000,6,1,1,1,0,0,1
91423,(Undisclosed Address),SINGLE_FAMILY,1940,1388.0729799999997,316.520521,4,4.0,2.0,"['Wood', 'Carpet', 'Tile']","['Central', 'Forced Air']","['Air Conditioning', 'Ceiling Fan(s)', 'Central']",1,1073248.0,2385400.0,15442.0,[],2365000,8,1,1,1,1,0,1
91403,14640 Tustin St,SINGLE_FAMILY,1948,534.18481776,247.772301,4,3.0,2.0,"['Wood', 'Carpet', 'Tile', 'Other']",['Central'],['Central'],1,1461057.0,2411700.0,8963.0,"[('2015-06-02', 1225000)]",2350000,6,1,1,1,0,0,1
90068,5692 Holly Oak Dr,SINGLE_FAMILY,1953,978.9341470920001,201.785316,3,2.0,1.0,['Wood'],['Central'],['Central'],1,1905674.0,2405000.0,12146.0,"[('2017-10-19', 1742500), ('2016-07-01', 15000), ('2015-12-16', 1554000), ('2010-02-18', 1480000), ('2002-08-14', 861000), ('2002-05-01', 653500)]",2350000,2,1,1,1,0,0,1
90291,851 Palms Blvd,SINGLE_FAMILY,1950,504.184581,153.475756,4,3.0,1.0,['Wood'],['Central'],"['Air Conditioning', 'Central']",1,280677.0,2406000.0,7905.0,[],2350000,3,1,1,1,0,0,1
90046,8710 Wonderland Ave,SINGLE_FAMILY,2005,469.03045741200003,309.459893,4,5.0,1.6,['Other'],['Other'],['Other'],1,2425000.0,2443900.0,15500.0,"[('2022-07-12', 2425000), ('2020-09-23', 2150000), ('2018-11-30', 2200000), ('2015-11-20', 1033000), ('2015-02-11', 1020000), ('2006-01-31', 1290000), ('2002-02-11', 70000)]",2399000,6,1,1,1,0,0,1
91364,22940 Austin St,SINGLE_FAMILY,1958,779.084558,286.048337,5,6.0,2.0,[],"['Central', 'Electric', 'High Efficiency']","['Central', 'Electric']",1,1250000.0,2367700.0,9847.0,"[('2022-08-03', 1250000)]",2349999,4,1,1,1,1,0,1
91423,13352 Valley Vista Blvd,SINGLE_FAMILY,1996,577.081477368,200.205965,3,2.0,1.4,"['Wood', 'Tile']",['Central'],['Air Conditioning'],1,1082463.0,2342200.0,6987.0,"[('2001-04-17', 714500)]",2341000,2,1,1,1,0,0,1
91344,12220 Hondero Ct,SINGLE_FAMILY,2002,1731.3425840220386,425.031225,5,5.0,2.0,[],"['Central', 'Forced Air', 'Natural Gas']","['Central', 'Dual']",1,1731667.0,2443300.0,9780.0,"[('2017-12-07', 1549000)]",2400000,4,1,1,1,1,0,1
91403,3901 Cody Rd,SINGLE_FAMILY,1949,2915.76263,304.071519,5,3.0,1.0,['Mixed'],['Forced Air'],['Air Conditioning'],1,207057.0,,11882.0,[],2350000,4,1,1,1,0,0,1
90035,9700 Lockford St,SINGLE_FAMILY,1951,628.476531804,185.620194,3,3.0,1.0,"['Mixed', 'Wood']",['Central'],['Central'],1,1563904.0,2380900.0,7862.0,"[('1995-06-22', 435000)]",2350000,2,1,1,1,0,0,1
91607,12600 Emelita St,SINGLE_FAMILY,1947,740.715619,266.445804,5,4.0,1.0,[],[],['Central'],0,1120000.0,2459100.0,8287.0,"[('2023-11-29', 2350000), ('2022-12-02', 1000000)]",2400000,0,1,0,0,1,0,1
90066,3847 Berryman Ave,SINGLE_FAMILY,1924,529.7332776119999,189.429217,4,5.0,1.0,['Wood'],['Central'],"['Central', 'Air Conditioning']",0,2346000.0,2394400.0,8143.0,"[('2022-01-07', 2300000), ('2021-04-07', 1135000)]",2392000,1,1,1,0,0,0,1
91607,12346 Hartsook St,SINGLE_FAMILY,1946,914.9938431479999,257.434213,4,2.0,1.0,['Wood'],['Central'],['Central'],1,1237115.0,2361900.0,7074.0,"[('2021-01-14', 1700000), ('2015-08-20', 1170000), ('2000-09-07', 550000), ('1994-04-13', 275000)]",2350000,1,1,1,1,0,0,1
91607,12554 Miranda St,SINGLE_FAMILY,1948,752.5143,254.92583199999999,5,5.0,1.0,"['Tile', 'Wood']",['Central'],['Central'],0,382403.0,2433700.0,9000.0,"[('2023-02-02', 1025000)]",2350000,0,1,1,0,1,1,1
90210,9659 Cedarbrook Dr,SINGLE_FAMILY,1958,2675.0524986225896,161.279608,3,2.0,1.4,[],['Other'],['Central'],0,161579.0,2450500.0,8351.0,[],2375000,2,1,1,1,0,0,0
91604,3100 Dona Clara Pl,SINGLE_FAMILY,1964,849.412129,301.191526,4,3.0,2.0,['Carpet'],"['Forced Air', 'Gas']",['Central'],0,2162910.0,2481700.0,12942.0,"[('2021-10-25', 2120500), ('2015-12-22', 1542500), ('2010-12-09', 832500), ('2010-04-27', 840000), ('2005-02-18', 1250000)]",2425000,1,1,1,0,0,0,1
90045,8048 Kenyon Ave,SINGLE_FAMILY,1946,578.599884,200.020159,4,4.0,1.0,['Wood'],['Central'],['Central'],1,1856385.0,2423800.0,7711.0,"[('2020-08-20', 1784500), ('2018-01-31', 1750000), ('2017-09-11', 3000000), ('2017-02-13', 1060000), ('2008-07-24', 655500)]",2375000,6,1,1,1,0,0,1
91364,20135 Delita Dr,SINGLE_FAMILY,1961,2621.5559080000003,284.654792,6,3.0,1.0,"['Wood', 'Wood', 'Tile']",['Central'],"['Air Conditioning', 'Central']",1,1450729.0,2377000.0,7846.0,"[('2016-03-28', 1275000), ('2015-09-10', 980000), ('2013-07-26', 800000)]",2349000,6,1,1,1,0,0,1
90034,1900 S Durango Ave,SINGLE_FAMILY,1950,711.915689,190.265344,3,2.0,1.4,[],['Other'],[],0,118705.0,2419900.0,6899.0,[],2400000,1,0,1,0,0,0,0
90008,5608 Aladdin St,SINGLE_FAMILY,1951,837.69891876,309.552796,4,5.0,2.0,"['Wood', 'Tile', 'Other']",['Central'],['Central'],1,2133678.0,2365900.0,12322.0,"[('2019-04-11', 1990000), ('2017-10-16', 985000)]",2340000,2,1,1,1,0,0,1
90036,202 S Citrus Ave,SINGLE_FAMILY,1925,659.6373128399999,365.48040199999997,5,3.0,2.0,"['Vinyl', 'Wood']",['Central'],['Window Unit(s)'],1,253368.0,2406300.0,9617.0,[],2377500,4,1,1,1,0,0,1
91607,5111 Babcock Ave,SINGLE_FAMILY,1938,871.058528,284.097374,5,5.0,2.0,['Wood'],"['Central', 'Fireplace(s)']",['Central'],1,1581930.0,2434200.0,13499.0,"[('2006-06-02', 1075000), ('2004-03-11', 875000), ('2000-02-01', 382500)]",2415000,2,1,1,1,1,0,1
90068,6226 Scenic Ave,SINGLE_FAMILY,1937,555.2284620959999,248.05101,4,4.0,2.0,"['Wood', 'Carpet', 'Stone']",['Central'],['Central'],1,1242783.0,2423700.0,12145.0,"[('2012-12-20', 1050000)]",2395000,2,1,1,1,0,0,1
90068,2420 Whitman Pl,SINGLE_FAMILY,1941,1264.5043953168044,276.107716,3,3.0,2.0,[],[],['Central'],1,1087565.0,,13970.0,[],2400000,2,1,0,1,0,0,1
90045,7931 Stewart Ave,SINGLE_FAMILY,1955,557.251889436,219.622692,4,4.0,1.0,['Wood'],['Central'],['Air Conditioning'],1,129078.0,,8668.0,"[('2023-06-23', 1425000)]",2400000,2,1,1,1,0,0,1
90026,1896 Lucile Ave,SINGLE_FAMILY,1959,631.30933008,133.037096,3,3.0,3.0,['Other'],['Central'],['Central'],1,1636549.0,2369500.0,6084.0,"[('2021-05-26', 1750000)]",2350000,2,1,1,1,0,0,1
91607,12353 Hesby St,SINGLE_FAMILY,1955,563.726856924,213.6769,4,4.0,1.0,"['Wood', 'Stone']",['Central'],['Central'],1,325358.0,2312500.0,6994.0,"[('2023-11-16', 1290000)]",2350000,2,1,1,1,0,0,1
90066,13139 Dewey St,SINGLE_FAMILY,1953,616.335967764,192.773725,3,3.0,1.0,"['Tile', 'Wood', 'Carpet']","['Central', 'Fireplace(s)']","['Air Conditioning', 'Central']",1,1913143.0,2482700.0,8249.0,"[('2019-08-27', 1820000), ('2011-12-31', 1050000), ('2011-05-06', 1050000)]",2400000,2,1,1,1,0,0,1
91604,3618 Goodland Dr,SINGLE_FAMILY,1959,7043.155144,267.746446,4,3.0,1.0,['Wood'],['Central'],['Central'],1,1538452.0,2412400.0,10711.0,[],2400000,2,1,1,1,1,1,1
90077,15141 Mulholland Dr,SINGLE_FAMILY,1960,972.322798,204.665309,3,2.0,2.0,[],['Central'],['Central'],1,212918.0,2376200.0,8492.0,[],2375000,2,1,1,1,0,0,1
91326,12536 N Saddle Ct,SINGLE_FAMILY,2022,2635.9402842056934,396.69581,4,5.0,1.0,[],[],['Central'],1,1130753.6,2370100.0,11900.0,[],2360000,3,1,0,1,0,0,1
90025,(Undisclosed Address),MULTI_FAMILY,1964,618.362368,618.362368,12,13.0,2.0,"['Carpet', 'Laminate', 'Tile', 'Wood', 'Vinyl']",['Wall'],['None'],0,842630.0,2435500.0,4393.0,[],2375000,11,0,1,0,0,0,1
91311,10521 Laramie Ave,SINGLE_FAMILY,1937,2150.0967180000002,416.577052,5,5.0,1.0,"['Wood', 'Stone']",['Central'],"['Central', 'Wall']",1,1623076.0,2357000.0,11799.0,"[('2017-06-26', 1455000), ('2007-10-31', 1025000), ('2004-04-23', 1270000)]",2355000,2,1,1,1,1,1,1
90068,3050 Arrowhead Dr,SINGLE_FAMILY,1973,931.990632804,227.51944699999999,3,3.0,1.0,"['Wood', 'Mixed']",['Central'],['Central'],1,165846.0,2329100.0,10852.0,[],2435000,2,1,1,1,0,0,1
90015,900 W Olympic Blvd UNIT 47C,CONDO,2010,37094.328132,242.105218,3,4.0,54.0,"['Wood', 'Marble', 'Carpet', 'Stone', 'Wood']",['Central'],['Central'],1,2592169.0,2435500.0,4583.0,"[('2013-08-05', 2200022)]",2500000,2,1,1,1,0,0,1
90024,10580 Wilshire Blvd APT 42,CONDO,1991,4280.604255280074,256.133571,3,3.0,7.4,[],['Other'],['Central'],0,1644655.0,2566700.0,9988.0,[],2500000,0,1,1,0,0,0,0
91316,17807 Valley Vista Blvd,SINGLE_FAMILY,1951,780.6382677720001,281.031575,4,5.0,1.0,"['Wood', 'Other']",['Central'],['Central'],1,2043344.0,2546300.0,12352.0,"[('2020-09-18', 1964000), ('2017-07-28', 926000), ('2011-06-21', 615000), ('2003-04-15', 300000), ('1995-08-25', 155000)]",2500000,2,1,1,1,0,0,1
90049,12226 Octagon St,SINGLE_FAMILY,1956,1286.1508227731863,146.229322,3,2.0,7.0,[],['Other'],[],0,190821.0,2574700.0,7922.0,[],2500000,1,0,1,0,0,0,0
91436,4752 Haskell Ave,SINGLE_FAMILY,1952,1226.4141152433426,436.458294,4,5.0,2.0,"['Carpet', 'Tile']","['Central', 'Forced Air']","['Central', 'Dual']",1,514578.0,2525000.0,17995.0,[],2500000,2,1,1,1,1,1,1
91367,5957 Nora Lynn Dr,SINGLE_FAMILY,1986,1199.7509191919194,515.797456,6,6.0,2.0,[],['Central'],['Central'],1,2120000.0,2496400.0,13499.0,"[('2022-08-08', 2120000), ('2015-08-12', 1300000), ('2004-10-20', 1225500)]",2450000,3,1,1,1,1,1,1
90272,1022 Tellem Dr,SINGLE_FAMILY,1959,934.0140601439999,174.750543,3,2.0,1.0,"['Carpet', 'Mixed', 'Tile']",['Central'],['None'],1,187525.0,2544300.0,9969.0,[],2500000,4,0,1,1,0,0,1
91607,11746 Hartsook St,SINGLE_FAMILY,1952,752.700106,292.64445,5,4.0,2.0,"['Laminate', 'Tile']","['Central', 'Natural Gas']","['Central', 'Electric', 'ENERGY STAR Qualified Equipment']",1,162537.0,2548000.0,12645.0,"[('2023-06-09', 1725000)]",2475000,8,1,1,1,1,0,1
90049,12540 The Vis,CONDO,1982,18964.407223599632,255.204541,2,3.0,7.2,[],['Other'],['Central'],0,1528256.0,2546300.0,10852.0,"[('2016-12-22', 1370000), ('2003-01-27', 850000)]",2499000,0,1,1,0,0,0,0
90027,3877 Franklin Ave,SINGLE_FAMILY,1932,435.846249036,188.221478,4,3.0,2.0,"['Wood', 'Tile']",['Central'],['None'],1,556970.0,2012800.0,8323.0,"[('1994-12-05', 345000)]",2500000,2,0,1,1,0,0,1
90036,638 N Sierra Bonita Ave,SINGLE_FAMILY,1924,543.761259,251.209712,5,5.0,1.0,[],['Central'],['Central'],0,1854370.0,2501400.0,12795.0,"[('2017-11-29', 1325000), ('1996-05-23', 291909), ('1995-11-03', 80000), ('1993-12-28', 190000)]",2500000,0,1,1,0,0,0,1
90066,3333 McLaughlin Ave,SINGLE_FAMILY,1947,698.487117768,160.629287,3,2.0,1.0,"['Tile', 'Wood']",['Central'],['Central'],1,1488826.0,2465700.0,6995.0,"[('2004-05-14', 825000)]",2455000,2,1,1,1,0,0,1
90049,2096 Ridge Point Dr,SINGLE_FAMILY,1999,20054.619415999998,369.661037,4,4.0,7.4,"['Tile', 'Carpet', 'Wood']",['Central'],"['Air Conditioning', 'Central', 'Dual']",1,2684742.0,,16143.0,"[('2021-10-04', 1806100), ('2014-05-23', 10556), ('2012-03-20', 9179), ('2011-05-02', 13257), ('2010-11-18', 10288), ('2002-04-25', 1400000), ('1999-08-02', 1187500)]",2500000,3,1,1,1,0,1,1
91316,18155 Lake Encino Dr,SINGLE_FAMILY,1964,1675.1361951331498,399.761609,5,4.0,1.0,['Stone'],"['Central', 'Fireplace(s)']","['Central', 'Dual', 'Electric', 'Gas']",1,3308880.0,2530700.0,14781.0,[],2450000,2,1,1,1,1,0,1
91607,12159 Magnolia Blvd,MULTI_FAMILY,1960,984.5997436439999,828.508954,12,12.0,2.0,[],"['Wall', 'Central']","['Wall', 'Central']",0,1581045.8,2506600.0,4245.0,[],2475000,12,1,1,0,0,0,0
91356,4940 Topeka Dr,SINGLE_FAMILY,1980,1828.426346648301,348.107541,5,5.0,2.0,"['Bamboo', 'Carpet', 'Tile', 'Wood']",['Central'],['Central'],1,2575500.0,2481300.0,10996.0,"[('2022-02-15', 2525000), ('2011-05-31', 930000), ('2004-10-29', 1256000), ('2003-12-05', 855000)]",2450000,9,1,1,1,1,0,1
90069,8554 Franklin Ave,SINGLE_FAMILY,1987,454.866466032,310.110214,3,4.0,1.8,"['Carpet', 'Wood', 'Mixed', 'Tile']",['Central'],['Central'],1,1218067.0,2451000.0,17076.0,"[('2003-01-06', 875000)]",2425000,0,1,1,1,0,0,1
90037,607 W 41st Pl,MULTI_FAMILY,2023,628.071846336,594.5792,16,15.0,3.0,['Wood'],['Wall'],['Air Conditioning'],0,723077.0,2397300.0,3854.0,"[('2020-12-14', 695000), ('2020-07-28', 549000)]",2450000,6,1,1,0,0,0,1
90049,12540 W The Vis,TOWNHOUSE,1982,18983.82026,255.204541,3,3.0,2.0,"['Wood', 'Parquet', 'Carpet', 'Tile']","['Central', 'Fireplace(s)', 'Natural Gas']","['Air Conditioning', 'Ceiling Fan(s)', 'Central']",1,1727761.2,2537800.0,11000.0,[],2499000,4,1,1,1,0,0,1
91436,4008 Ballina Dr,SINGLE_FAMILY,1956,1507.860036,220.923334,3,3.0,1.0,"['Stone', 'Wood']",['Central'],['Central'],1,1701049.0,2527600.0,8928.0,"[('2015-08-03', 1495000), ('2014-09-05', 960009), ('2005-09-02', 1265000)]",2500000,4,1,1,1,1,0,1
90024,344 Dalehurst Ave,SINGLE_FAMILY,1940,857.866302,457.361469,5,5.0,7.4,"['Tile', 'Other', 'Wood']",['Forced Air'],['Central'],0,5628563.0,,19568.0,"[('2020-10-19', 5410000), ('2012-10-15', 2500025)]",2465000,2,1,1,1,0,1,0
91356,19574 Braewood Dr,SINGLE_FAMILY,1974,1686.731248,299.426369,5,4.0,2.0,"['Wood', 'Carpet']",['Central'],['Central'],1,939647.0,2459400.0,10284.0,"[('2002-12-20', 675000), ('2002-09-06', 606950)]",2440000,3,1,1,1,0,0,1
91436,16226 Huston St,SINGLE_FAMILY,1962,594.021782,248.794234,4,3.0,1.0,[],['Central'],['Central'],1,1944679.0,2546300.0,6847.0,"[('2020-04-22', 1850000), ('2019-12-02', 1120000), ('2019-08-30', 975000)]",2499000,2,1,1,1,1,1,1
90068,2341 San Marco Dr,SINGLE_FAMILY,1942,2263.004112,209.03175,3,5.0,2.0,"['Wood', 'Tile']","['Fireplace(s)', 'Central']",['Central'],1,1166989.0,2545100.0,11173.0,"[('1999-12-17', 799000)]",2500000,2,1,1,1,0,0,1
90034,9041 Beverlywood St,SINGLE_FAMILY,1928,451.22429681999995,224.546551,4,3.0,2.0,"['Wood', 'Tile']",['Central'],['Central'],1,700882.0,2459600.0,7998.0,"[('2000-07-14', 315000)]",2450000,4,1,1,1,0,0,1
